"Table 3.  Energy Prices by Sector and Source"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=3-AEO2022&region=1-3&cases=ref2022~highmacro~lowmacro~highprice~lowprice~highogs~lowogs~hirencst~lorencst~ng_iif_final&start=2020&end=2050&f=A&linechart=ref2022-d011222a.3-3-AEO2022.1-3~highmacro-d011622a.3-3-AEO2022.1-3~lowmacro-d011222a.3-3-AEO2022.1-3~highprice-d011222a.3-3-AEO2022.1-3~lowprice-d011222a.3-3-AEO2022.1-3~highogs-d011222a.3-3-AEO2022.1-3~lowogs-d011222a.3-3-AEO2022.1-3~hirencst-d011322a.3-3-AEO2022.1-3~lorencst-d011222a.3-3-AEO2022.1-3~ng_iif_final-d011322a.3-3-AEO2022.1-3~ref2022-d011222a.4-3-AEO2022.1-3~highmacro-d011622a.4-3-AEO2022.1-3~lowmacro-d011222a.4-3-AEO2022.1-3~highprice-d011222a.4-3-AEO2022.1-3~lowprice-d011222a.4-3-AEO2022.1-3~highogs-d011222a.4-3-AEO2022.1-3~lowogs-d011222a.4-3-AEO2022.1-3~hirencst-d011322a.4-3-AEO2022.1-3~lorencst-d011222a.4-3-AEO2022.1-3~ng_iif_final-d011322a.4-3-AEO2022.1-3~ref2022-d011222a.5-3-AEO2022.1-3~highmacro-d011622a.5-3-AEO2022.1-3~lowmacro-d011222a.5-3-AEO2022.1-3~highprice-d011222a.5-3-AEO2022.1-3~lowprice-d011222a.5-3-AEO2022.1-3~highogs-d011222a.5-3-AEO2022.1-3~lowogs-d011222a.5-3-AEO2022.1-3~hirencst-d011322a.5-3-AEO2022.1-3~lorencst-d011222a.5-3-AEO2022.1-3~ng_iif_final-d011322a.5-3-AEO2022.1-3~ref2022-d011222a.6-3-AEO2022.1-3~highmacro-d011622a.6-3-AEO2022.1-3~lowmacro-d011222a.6-3-AEO2022.1-3~highprice-d011222a.6-3-AEO2022.1-3~lowprice-d011222a.6-3-AEO2022.1-3~highogs-d011222a.6-3-AEO2022.1-3~lowogs-d011222a.6-3-AEO2022.1-3~hirencst-d011322a.6-3-AEO2022.1-3~lorencst-d011222a.6-3-AEO2022.1-3~ng_iif_final-d011322a.6-3-AEO2022.1-3&map=highmacro-d011622a.3-3-AEO2022.1-3&sourcekey=0"
"Tue Apr 26 2022 15:21:48 GMT-0500 (Central Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2021-2050)"
Low oil and gas supply,"Energy Prices: Transportation: Residual Fuel Oil": Low oil and gas supply,3-AEO2022.31.lowogs-d011222a,"2021 $/MMBtu",,8.374418,6.930624,10.023452,11.124134,11.255634,11.569285,11.965489,12.325303,13.092419,13.193581,13.416053,13.726408,14.003228,14.120979,14.111517,14.358669,14.271444,14.666119,14.520259,14.85609,15.003326,15.111419,15.38302,15.325965,15.419056,15.59157,15.601679,15.674678,15.750939,15.719898,"2.2%"
High renewables cost,"Energy Prices: Transportation: Residual Fuel Oil": High renewables cost,3-AEO2022.31.hirencst-d011322a,"2021 $/MMBtu",,8.374521,6.92339,9.47334,10.438969,10.599921,10.758517,11.125503,11.279338,11.381413,11.523549,11.714095,11.902287,11.967484,11.972969,12.041534,12.009287,11.899707,12.108961,12.005731,12.459857,12.630289,12.719588,13.13472,13.329449,13.41691,13.575966,13.627798,13.601619,13.587805,13.592963,"1.7%"
Low renewables cost,"Energy Prices: Transportation: Residual Fuel Oil": Low renewables cost,3-AEO2022.31.lorencst-d011222a,"2021 $/MMBtu",,8.374765,6.922256,9.608589,10.526779,10.679414,10.845003,11.185627,11.392307,11.481318,11.654181,11.825768,11.964847,12.093117,12.070338,12.132416,12.082069,12.016665,12.198606,12.080317,12.590755,12.785364,12.879429,13.263693,13.509653,13.585089,13.742174,13.782469,13.767236,13.782525,13.742682,"1.7%"
No Interstate Pipeline Builds,"Energy Prices: Transportation: Residual Fuel Oil": No Interstate Pipeline Builds,3-AEO2022.31.ng_iif_final-d011322a,"2021 $/MMBtu",,8.374776,6.922297,9.612664,10.533897,10.681721,10.848706,11.191205,11.393681,11.497101,11.654482,11.838882,11.981029,12.099505,12.060555,12.110469,12.068154,12.004975,12.237806,12.099425,12.596872,12.761375,12.889791,13.288341,13.519431,13.603995,13.759824,13.811532,13.793121,13.809089,13.779977,"1.7%"
Natural Gas,"Energy Prices: Transportation: Natural Gas",3-AEO2022.32.,"2021 $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Transportation: Natural Gas": AEO2022 Reference case,3-AEO2022.32.ref2022-d011222a,"2021 $/MMBtu",,16.528711,16.17742,15.517647,14.905589,14.30875,13.765446,13.328393,12.962912,12.614333,12.281236,12.022093,11.747952,11.572289,11.347187,11.139181,10.998338,10.87705,10.780909,10.690967,10.63593,10.576671,10.511252,10.469604,10.393525,10.35155,10.324968,10.298306,10.283573,10.271158,10.266447,"-1.6%"
High economic growth,"Energy Prices: Transportation: Natural Gas": High economic growth,3-AEO2022.32.highmacro-d011622a,"2021 $/MMBtu",,16.487101,16.186459,15.581769,15.013979,14.467005,13.939433,13.4844,13.086553,12.725504,12.361132,12.063667,11.852141,11.681268,11.470274,11.269045,11.114973,10.97749,10.884748,10.79821,10.737761,10.686604,10.64787,10.632737,10.605278,10.602718,10.583494,10.560962,10.5358,10.553586,10.576565,"-1.5%"
Low economic growth,"Energy Prices: Transportation: Natural Gas": Low economic growth,3-AEO2022.32.lowmacro-d011222a,"2021 $/MMBtu",,16.540947,16.178513,15.471284,14.818892,14.189198,13.595685,13.088583,12.719176,12.378311,12.057339,11.77591,11.501656,11.35723,11.156342,10.894857,10.687706,10.552857,10.446455,10.363597,10.304104,10.284268,10.220156,10.115531,10.022643,9.92912,9.873377,9.837092,9.813785,9.80954,9.806709,"-1.8%"
High oil price,"Energy Prices: Transportation: Natural Gas": High oil price,3-AEO2022.32.highprice-d011222a,"2021 $/MMBtu",,16.515947,15.56116,14.585845,13.902171,13.445018,13.008926,12.72591,12.519817,12.394457,12.240614,12.13458,12.02787,11.927341,11.781047,11.613246,11.476714,11.412365,11.379243,11.354432,11.387031,11.399056,11.354256,11.324163,11.298018,11.281871,11.275285,11.2773,11.261625,11.288814,11.305123,"-1.3%"
Low oil price,"Energy Prices: Transportation: Natural Gas": Low oil price,3-AEO2022.32.lowprice-d011222a,"2021 $/MMBtu",,16.495909,16.298044,16.11421,16.122221,15.852818,15.642122,15.600536,15.633771,15.635798,15.560435,15.579268,15.556314,15.570419,15.587132,15.546004,15.475558,15.403181,15.323468,15.220603,15.133452,15.080019,15.009505,14.958502,14.925632,14.892232,14.807217,14.749743,14.685034,14.641248,14.609296,"-0.4%"
High oil and gas supply,"Energy Prices: Transportation: Natural Gas": High oil and gas supply,3-AEO2022.32.highogs-d011222a,"2021 $/MMBtu",,16.516817,15.894443,15.102204,14.408095,13.801215,13.218726,12.723063,12.309912,11.898038,11.538981,11.218007,10.906913,10.723203,10.509186,10.287107,10.107047,9.946377,9.789434,9.675107,9.559154,9.456362,9.333452,9.260689,9.202045,9.169238,9.133848,9.087106,9.055057,9.048866,9.040606,"-2.1%"
Low oil and gas supply,"Energy Prices: Transportation: Natural Gas": Low oil and gas supply,3-AEO2022.32.lowogs-d011222a,"2021 $/MMBtu",,16.529362,16.842918,16.40901,16.034712,15.553121,15.144413,14.718122,14.48308,14.322806,14.112701,14.027418,13.952466,13.918743,13.861789,13.748168,13.761316,13.718163,13.691512,13.712977,13.753277,13.710261,13.611039,13.527513,13.600425,13.627773,13.662473,13.674572,13.685364,13.742739,13.800797,"-0.6%"
High renewables cost,"Energy Prices: Transportation: Natural Gas": High renewables cost,3-AEO2022.32.hirencst-d011322a,"2021 $/MMBtu",,16.521088,16.175671,15.520667,14.925657,14.347141,13.827126,13.399906,13.028826,12.689558,12.381015,12.072716,11.849472,11.656095,11.421339,11.196442,11.013548,10.85567,10.731557,10.635037,10.551859,10.486001,10.460384,10.396891,10.350227,10.312369,10.288493,10.283073,10.26158,10.257722,10.25686,"-1.6%"
Low renewables cost,"Energy Prices: Transportation: Natural Gas": Low renewables cost,3-AEO2022.32.lorencst-d011222a,"2021 $/MMBtu",,16.499252,16.276066,15.583375,14.948829,14.34723,13.784257,13.288667,12.952612,12.601322,12.233073,11.908599,11.611712,11.457087,11.314826,11.118754,10.928198,10.803314,10.702576,10.626797,10.548863,10.526116,10.466333,10.405275,10.383803,10.369833,10.35108,10.276652,10.261839,10.231487,10.228402,"-1.6%"
No Interstate Pipeline Builds,"Energy Prices: Transportation: Natural Gas": No Interstate Pipeline Builds,3-AEO2022.32.ng_iif_final-d011322a,"2021 $/MMBtu",,16.500643,16.270384,15.56784,14.934313,14.347905,13.789405,13.365208,13.000059,12.672647,12.396667,12.13226,11.921832,11.726451,11.568786,11.420078,11.301645,11.170914,11.10908,11.07934,11.067614,11.055075,11.037048,11.011383,10.987246,11.000918,10.99358,10.996993,11.005251,11.022987,11.064948,"-1.4%"
Electricity,"Energy Prices: Transportation: Electricity",3-AEO2022.33.,"2021 $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Transportation: Electricity": AEO2022 Reference case,3-AEO2022.33.ref2022-d011222a,"2021 $/MMBtu",,31.118948,33.360371,33.370102,33.246815,33.685356,33.915379,33.876034,33.944824,33.966885,34.137852,34.072033,34.094433,34.026199,33.650944,33.344204,33.065353,32.782772,32.545403,32.340622,32.176136,32.031425,31.877487,31.592243,31.326584,31.147175,30.975336,30.805603,30.637081,30.422968,30.211842,"-0.1%"
High economic growth,"Energy Prices: Transportation: Electricity": High economic growth,3-AEO2022.33.highmacro-d011622a,"2021 $/MMBtu",,31.186853,33.009045,33.276333,33.403191,33.834217,33.996559,33.990307,34.081318,34.165066,34.265316,34.339703,34.511753,34.509739,34.198959,33.930828,33.685371,33.445152,33.209957,32.99012,32.732388,32.67173,32.522121,32.335651,32.14238,32.00769,31.897795,31.79604,31.601225,31.361788,31.148088,"-0.0%"
Low economic growth,"Energy Prices: Transportation: Electricity": Low economic growth,3-AEO2022.33.lowmacro-d011222a,"2021 $/MMBtu",,31.275219,33.079914,32.885071,32.908997,33.37545,33.723949,33.592289,33.515385,33.560238,33.612312,33.569443,33.543316,33.362309,33.002548,32.584015,32.197433,31.857531,31.59025,31.333738,31.188299,31.084267,30.891865,30.565844,30.281864,30.116261,29.892313,29.679148,29.46331,29.266695,29.036259,"-0.3%"
High oil price,"Energy Prices: Transportation: Electricity": High oil price,3-AEO2022.33.highprice-d011222a,"2021 $/MMBtu",,31.236609,33.290359,33.578785,33.633446,33.948425,34.13504,33.931606,33.706696,33.621338,33.559505,33.3993,33.302464,33.055885,32.498699,32.038502,31.635994,31.234316,30.958759,30.706425,30.528326,30.453072,30.280996,29.966717,29.79216,29.675091,29.561304,29.471638,29.367661,29.269753,29.179958,"-0.2%"
Low oil price,"Energy Prices: Transportation: Electricity": Low oil price,3-AEO2022.33.lowprice-d011222a,"2021 $/MMBtu",,31.15062,33.150524,33.14946,33.406994,34.107464,34.167252,34.048077,34.089443,34.158997,34.259384,34.231083,34.298252,34.191502,33.844769,33.623436,33.449539,33.162251,32.888214,32.632065,32.39473,32.234291,32.055023,31.782045,31.622528,31.548504,31.348248,31.165211,30.974716,30.748697,30.50001,"-0.1%"
High oil and gas supply,"Energy Prices: Transportation: Electricity": High oil and gas supply,3-AEO2022.33.highogs-d011222a,"2021 $/MMBtu",,31.238077,32.978203,32.778725,32.545425,32.943722,33.170982,32.996174,32.803505,32.795277,32.731827,32.627285,32.523056,32.431702,32.076824,31.736485,31.437986,31.171093,30.928627,30.712196,30.514551,30.350603,30.102564,29.873331,29.62252,29.474281,29.321321,29.143145,28.934889,28.722738,28.546356,"-0.3%"
Low oil and gas supply,"Energy Prices: Transportation: Electricity": Low oil and gas supply,3-AEO2022.33.lowogs-d011222a,"2021 $/MMBtu",,31.233738,33.336468,33.850658,34.479893,35.039616,35.33831,35.611477,35.96183,36.337292,36.706848,36.844967,37.174614,37.396481,37.385094,37.224449,37.133133,37.010487,37.001225,36.906662,36.815495,36.720314,36.515491,36.153549,35.944744,35.821167,35.655563,35.45787,35.281197,35.020351,34.7756,"0.4%"
High renewables cost,"Energy Prices: Transportation: Electricity": High renewables cost,3-AEO2022.33.hirencst-d011322a,"2021 $/MMBtu",,31.244053,33.035183,33.058308,33.121307,33.574528,33.862724,33.907188,34.000671,34.125099,34.212318,34.207642,34.250511,34.185783,33.944508,33.705681,33.465012,33.210506,33.003727,32.807465,32.606438,32.471382,32.25526,32.05714,31.823324,31.6961,31.55122,31.405237,31.265245,31.04776,30.780855,"-0.1%"
Low renewables cost,"Energy Prices: Transportation: Electricity": Low renewables cost,3-AEO2022.33.lorencst-d011222a,"2021 $/MMBtu",,31.127878,33.192749,33.211658,33.227654,33.623043,33.833519,33.743973,33.816952,33.884647,34.000134,33.91967,33.8652,33.735832,33.366043,33.117508,32.856499,32.607922,32.357761,32.178078,32.068459,31.950354,31.828848,31.568117,31.220263,31.052343,30.845205,30.614408,30.382765,30.147268,29.776403,"-0.2%"
No Interstate Pipeline Builds,"Energy Prices: Transportation: Electricity": No Interstate Pipeline Builds,3-AEO2022.33.ng_iif_final-d011322a,"2021 $/MMBtu",,31.117979,33.370724,33.374676,33.287689,33.66613,33.958828,33.970299,34.005142,34.171013,34.345848,34.362621,34.431068,34.368023,34.077736,33.783649,33.551094,33.311935,33.131947,32.911274,32.734493,32.642002,32.592072,32.401196,32.21376,32.123131,32.072769,31.998545,31.897703,31.69302,31.493235,"0.0%"
Electric Power,,3-AEO2022.35.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distillate Fuel Oil,"Energy Prices: Electric Power: Distillate Fuel Oil",3-AEO2022.36.,"2021 $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Electric Power: Distillate Fuel Oil": AEO2022 Reference case,3-AEO2022.36.ref2022-d011222a,"2021 $/MMBtu",,19.993412,19.952019,18.05018,18.226797,17.366125,16.619978,15.977002,16.206907,16.33762,16.332701,16.634474,16.791132,16.891237,16.976082,17.07999,17.249243,17.472332,17.608097,17.676598,17.914528,18.018236,18.034441,18.266401,18.534138,18.633249,18.856535,18.876396,18.797924,18.793287,18.724285,"-0.2%"
High economic growth,"Energy Prices: Electric Power: Distillate Fuel Oil": High economic growth,3-AEO2022.36.highmacro-d011622a,"2021 $/MMBtu",,19.946131,19.904837,17.817734,18.156244,17.381765,16.704712,16.232685,16.351091,16.469942,16.703302,16.918169,17.216309,17.281729,17.409504,17.605364,17.67185,18.004284,18.156693,18.281258,18.35869,18.674688,18.851728,19.165672,19.222132,19.311588,19.498083,19.512259,19.526972,19.699747,19.743073,"-0.0%"
Low economic growth,"Energy Prices: Electric Power: Distillate Fuel Oil": Low economic growth,3-AEO2022.36.lowmacro-d011222a,"2021 $/MMBtu",,20.025434,19.983974,17.80723,17.902805,17.110355,16.334751,15.687805,15.824308,15.928766,15.947251,16.139078,16.32338,16.399441,16.403309,16.402279,16.420475,16.582294,16.694979,16.696533,16.980047,17.152046,17.229397,17.478001,17.723488,17.766884,17.962126,17.93593,17.854883,17.926687,17.760172,"-0.4%"
High oil price,"Energy Prices: Electric Power: Distillate Fuel Oil": High oil price,3-AEO2022.36.highprice-d011222a,"2021 $/MMBtu",,19.993412,28.467012,29.237213,29.521679,29.072792,28.806171,28.258574,28.578957,28.847057,28.794199,28.422798,28.531471,28.622601,28.974831,29.311241,29.861814,30.310171,30.199543,30.525635,30.671,30.670237,30.976299,31.184118,31.308538,31.67112,31.853834,32.204071,32.54501,32.832573,33.203201,"1.8%"
Low oil price,"Energy Prices: Electric Power: Distillate Fuel Oil": Low oil price,3-AEO2022.36.lowprice-d011222a,"2021 $/MMBtu",,19.993412,13.733669,12.832211,12.204845,11.453849,10.545659,9.465058,9.70107,9.737821,9.839454,9.886937,9.973192,10.111158,10.104548,10.36314,10.432118,10.469931,10.406351,10.424654,10.353287,10.304932,10.268358,10.226354,10.313802,10.307407,10.323531,10.30654,10.333925,10.283469,10.433168,"-2.2%"
High oil and gas supply,"Energy Prices: Electric Power: Distillate Fuel Oil": High oil and gas supply,3-AEO2022.36.highogs-d011222a,"2021 $/MMBtu",,19.993412,19.952019,17.637808,17.30937,16.426428,15.647031,15.044518,15.220972,15.293749,15.275067,15.328903,15.422051,15.41982,15.291438,15.283491,15.25391,15.255816,15.38962,15.374128,15.708179,15.84654,15.850264,16.105934,16.22636,16.277233,16.511703,16.382601,16.435596,16.649418,16.729704,"-0.6%"
Low oil and gas supply,"Energy Prices: Electric Power: Distillate Fuel Oil": Low oil and gas supply,3-AEO2022.36.lowogs-d011222a,"2021 $/MMBtu",,19.993412,19.952019,18.01544,18.561092,18.038778,17.433241,16.931425,17.4426,18.388762,18.683432,19.066257,19.408895,19.685329,19.865141,19.94293,20.120911,20.384212,20.462177,20.569597,20.26284,20.242273,20.320105,20.596235,20.78163,21.132114,21.23649,21.293388,21.112972,21.139837,21.191496,"0.2%"
High renewables cost,"Energy Prices: Electric Power: Distillate Fuel Oil": High renewables cost,3-AEO2022.36.hirencst-d011322a,"2021 $/MMBtu",,19.993412,19.952019,17.901997,18.107544,17.290073,16.501898,15.895231,16.066019,16.170414,16.206791,16.474428,16.713982,16.729647,16.855112,16.977139,17.163006,17.345131,17.48735,17.534307,17.699995,17.822071,17.874891,18.080637,18.286964,18.401985,18.609385,18.629124,18.54007,18.501945,18.473898,"-0.3%"
Low renewables cost,"Energy Prices: Electric Power: Distillate Fuel Oil": Low renewables cost,3-AEO2022.36.lorencst-d011222a,"2021 $/MMBtu",,19.993412,19.952019,18.051926,18.208336,17.382278,16.624472,15.976546,16.214449,16.322002,16.363314,16.665123,16.775774,16.875582,16.980518,17.082872,17.266502,17.497732,17.608982,17.664589,17.92042,18.067991,18.10247,18.269238,18.532356,18.646439,18.858238,18.864586,18.7981,18.780285,18.719612,"-0.2%"
No Interstate Pipeline Builds,"Energy Prices: Electric Power: Distillate Fuel Oil": No Interstate Pipeline Builds,3-AEO2022.36.ng_iif_final-d011322a,"2021 $/MMBtu",,19.993412,19.952019,18.063879,18.218185,17.381178,16.627211,15.987108,16.216316,16.322834,16.351295,16.651632,16.815748,16.904436,17.015459,17.081873,17.241392,17.474974,17.615416,17.671236,17.878094,18.06048,18.056852,18.243248,18.511366,18.604191,18.817177,18.85095,18.775082,18.756117,18.684877,"-0.2%"
Residual Fuel Oil,"Energy Prices: Electric Power: Residual Fuel Oil",3-AEO2022.37.,"2021 $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Electric Power: Residual Fuel Oil": AEO2022 Reference case,3-AEO2022.37.ref2022-d011222a,"2021 $/MMBtu",,10.514134,11.010865,10.436128,11.089123,10.939044,10.831708,10.901605,11.106865,11.204987,11.360044,11.540702,11.68164,11.802149,11.81408,11.833508,11.767187,11.690477,11.933922,11.791672,12.314841,12.486753,12.627501,12.998554,13.245115,13.320997,13.498501,13.554956,13.535283,13.546698,13.503389,"0.9%"
High economic growth,"Energy Prices: Electric Power: Residual Fuel Oil": High economic growth,3-AEO2022.37.highmacro-d011622a,"2021 $/MMBtu",,10.48927,10.984826,10.340996,11.069134,10.987547,10.91866,11.087073,11.186156,11.308313,11.458642,11.551291,11.668244,11.792009,11.790749,11.977616,12.019081,12.011054,12.219134,12.066441,13.068794,13.309273,13.446996,13.866879,13.892839,13.934543,14.373769,14.169401,14.048482,14.081474,14.040639,"1.0%"
Low economic growth,"Energy Prices: Electric Power: Residual Fuel Oil": Low economic growth,3-AEO2022.37.lowmacro-d011222a,"2021 $/MMBtu",,10.530974,11.028501,10.257414,10.88651,10.804228,10.648904,10.762533,10.885399,10.984502,11.118485,11.217285,11.406724,11.503098,11.543362,11.606661,11.639047,11.546968,11.655701,11.589785,12.16939,12.298463,12.322654,12.561847,12.810814,12.850522,13.037171,13.047057,13.01508,13.086997,13.009796,"0.7%"
High oil price,"Energy Prices: Electric Power: Residual Fuel Oil": High oil price,3-AEO2022.37.highprice-d011222a,"2021 $/MMBtu",,10.514134,17.969406,19.413267,20.311792,20.538702,21.013172,21.379175,21.819811,22.088045,22.10512,22.086023,22.243164,22.176216,22.382336,22.99275,23.290243,23.641312,23.56234,23.941963,23.968483,23.899096,24.150055,24.3895,24.494967,24.78541,24.892733,25.186024,25.431971,25.674532,26.011827,"3.2%"
Low oil price,"Energy Prices: Electric Power: Residual Fuel Oil": Low oil price,3-AEO2022.37.lowprice-d011222a,"2021 $/MMBtu",,10.514134,6.334145,6.195473,6.316833,6.295027,6.201588,5.913538,6.138159,6.196588,6.316558,6.401084,6.48201,6.621138,6.628176,6.875397,6.94236,6.99461,6.97009,6.992238,6.973843,6.944969,6.921739,6.924806,7.030098,7.042978,7.089995,7.10053,7.133893,7.118064,7.255755,"-1.3%"
High oil and gas supply,"Energy Prices: Electric Power: Residual Fuel Oil": High oil and gas supply,3-AEO2022.37.highogs-d011222a,"2021 $/MMBtu",,10.514134,11.010865,10.139297,10.580994,10.34277,10.269823,10.315454,10.468781,10.567779,10.633809,10.714915,10.823005,10.864489,10.812756,10.832162,10.859032,10.865892,11.008752,11.00913,11.330676,11.516909,11.566422,11.722477,11.842681,11.90524,12.134958,12.026838,12.078521,12.252548,12.309078,"0.5%"
Low oil and gas supply,"Energy Prices: Electric Power: Residual Fuel Oil": Low oil and gas supply,3-AEO2022.37.lowogs-d011222a,"2021 $/MMBtu",,10.514134,11.010865,10.696848,11.550445,11.441763,11.52323,11.688216,12.048492,12.822016,12.918795,13.139594,13.449212,13.72403,13.839135,13.824374,14.072329,13.983034,14.380637,14.229116,14.562937,14.712583,14.822289,15.100692,15.040118,15.136565,15.310996,15.319939,15.393786,15.470294,15.4361,"1.3%"
High renewables cost,"Energy Prices: Electric Power: Residual Fuel Oil": High renewables cost,3-AEO2022.37.hirencst-d011322a,"2021 $/MMBtu",,10.514134,11.010865,10.315103,10.987432,10.86435,10.745692,10.838717,10.991246,11.089022,11.230397,11.418609,11.606487,11.665811,11.666532,11.736316,11.699179,11.584985,11.798079,11.687613,12.151444,12.328033,12.418245,12.851582,13.05488,13.144147,13.311814,13.361949,13.332926,13.318987,13.324562,"0.8%"
Low renewables cost,"Energy Prices: Electric Power: Residual Fuel Oil": Low renewables cost,3-AEO2022.37.lorencst-d011222a,"2021 $/MMBtu",,10.514134,11.010865,10.440863,11.071887,10.943118,10.832347,10.900075,11.106736,11.192649,11.364737,11.534386,11.672737,11.799185,11.772094,11.832736,11.77885,11.709831,11.894888,11.769835,12.296501,12.496379,12.595556,12.996364,13.252185,13.331876,13.497089,13.54165,13.525004,13.542079,13.500415,"0.9%"
No Interstate Pipeline Builds,"Energy Prices: Electric Power: Residual Fuel Oil": No Interstate Pipeline Builds,3-AEO2022.37.ng_iif_final-d011322a,"2021 $/MMBtu",,10.514134,11.010865,10.450991,11.083687,10.948453,10.837645,10.905501,11.108084,11.208843,11.364978,11.547559,11.688536,11.805441,11.762075,11.810081,11.764523,11.697561,11.932621,11.788435,12.297833,12.467529,12.600278,13.014152,13.254955,13.341991,13.504114,13.557487,13.537851,13.554311,13.522843,"0.9%"
Natural Gas,"Energy Prices: Electric Power: Natural Gas",3-AEO2022.38.,"2021 $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Electric Power: Natural Gas": AEO2022 Reference case,3-AEO2022.38.ref2022-d011222a,"2021 $/MMBtu",,4.492452,3.615216,3.380356,3.160661,3.011486,3.02258,3.157069,3.319036,3.411583,3.456918,3.520978,3.52511,3.571716,3.491025,3.41956,3.396458,3.380131,3.383735,3.3728,3.406334,3.388239,3.369394,3.349486,3.297768,3.272768,3.256875,3.230502,3.22651,3.198705,3.188333,"-1.2%"
High economic growth,"Energy Prices: Electric Power: Natural Gas": High economic growth,3-AEO2022.38.highmacro-d011622a,"2021 $/MMBtu",,4.486144,3.620323,3.394656,3.192972,3.087541,3.131189,3.232266,3.349033,3.470586,3.488533,3.491267,3.54398,3.61359,3.565482,3.516476,3.48313,3.442982,3.429574,3.433235,3.446187,3.430579,3.436908,3.437755,3.43178,3.410196,3.398129,3.387055,3.360789,3.357208,3.362368,"-1.0%"
Low economic growth,"Energy Prices: Electric Power: Natural Gas": Low economic growth,3-AEO2022.38.lowmacro-d011222a,"2021 $/MMBtu",,4.499906,3.624038,3.377654,3.141149,2.97503,2.971912,3.035447,3.215002,3.350471,3.404546,3.45621,3.452289,3.553712,3.505269,3.365144,3.299871,3.282287,3.282094,3.290688,3.32135,3.348783,3.335471,3.269121,3.222255,3.154198,3.132487,3.114515,3.118099,3.120066,3.136291,"-1.2%"
