OBJECTID,FID_J5ADCCAE55F1F458CB72D43BBA0,FID_JCEC669FB3C1942769A246F54CA,FID_JD5A3B0BAC9964E2A82FC17D52C,FID_JCFB10F4860614B8C9C6755F87E,NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,FIPS,POPULATION,POP_SQMI,POP2010,POP10_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS12,AVE_SIZE12,CROP_ACR12,AVE_SALE12,SQMI,NO_FARMS17,AVE_SIZE17,CROP_ACR17,AVE_SALE17,Shape_Leng,County,Zone,FID_JC691A5DE512F41389BD7E7BF18,price region,Count_,Area in Square Miles,FID_WI_MUNI_UTILITY_BOUNDARIES_,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_COOP_UTILITY_BOUNDARIES_COO,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_WI_IOU_UTILITY_BOUNDARIES_W,CITY,CODE,UTIL_LAB,PSC_ID,AREA,PERIMETER,DATA_DATE,GIS_DATA,ADDRESS_1,ADDRESS_2,STATE,ZIP,PHONE,WEB,Shape_Leng,UTIL_TYPE,LABEL
397,80,81,81,49,Polk County,Wisconsin,55,95,55095,45059,47.1,44205,46.2,42807,96,454,159,7,656,226,456,22177,22028,2714,2828,2920,2976,1901,4706,5598,7290,6208,3850,2216,998,42.4,41.8,43.1,18004,2.43,2346,2389,3690,6096,653,1043,12256,2.9,24248,6244,14185,3819,1313,195,159940,127214,956.41,1234,208,164959,112064,2.63291046,Polk,4,2,1,416,2.61077968,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
398,68,69,69,42,Monroe County,Wisconsin,55,81,55081,46889,51.6,44673,49.2,41940,512,510,289,40,1661,764,618,22648,22025,3236,3230,3221,3023,2228,5321,5468,6939,5784,3311,2036,876,39,38.7,39.3,17376,2.52,2346,2303,3743,5417,608,1216,11740,3.05,19204,1828,12404,4972,1926,175,173238,104903,908.08,1555,193,165234,130380,2.19320659,Monroe,7,2,1,416,0.68516104,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
399,323,32,32,18,Eau Claire County,Wisconsin,55,35,55035,106320,164.8,98736,153,91946,874,471,3297,31,1804,519,1598,48351,50385,5859,5674,5698,8284,12373,13131,10881,12918,11483,6222,4172,2041,33.6,32.7,34.5,39493,2.38,4887,6326,7324,11014,1026,2409,23534,2.93,42151,2658,25087,14406,1313,155,128821,86287,645.2,1069,161,113983,84117,1.97680291,Eau Claire,7,4,3,160,5.95223536,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,13,C-18,83,RIVERLAND ENERGY COOPERATIVE,Cooperative,5938,1675.824886,293.5028983,PO Box 277,N28988 STH 93,Arcadia,WI,54612-0277,608-323-3381,https://www.riverlandenergy.com,11/11/09 0:00,X,472348.0731,Riverland Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
400,28,28,28,16,Douglas County,Wisconsin,55,31,55031,44268,33.2,44159,33.1,41166,486,868,376,8,494,82,1173,22087,22072,2594,2560,2676,3006,3225,5572,5283,6897,5985,3399,2064,898,39.8,39,40.6,18555,2.31,2740,2859,3145,5363,621,1410,11484,2.84,22825,4270,12843,5712,364,194,29093,21435,1332.11,329,212,26792,25937,4.52740015,Douglas,1,4,3,160,313.7485077,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
401,366,65,65,39,Marquette County,Wisconsin,55,77,55077,15936,34.3,15404,33.2,14920,77,86,68,0,391,126,127,7808,7596,801,808,911,850,691,1354,1695,2655,2393,1852,1054,340,47.3,46.7,47.8,6571,2.32,932,864,1075,2497,188,278,4347,2.79,9896,3325,5320,1251,478,251,84161,145774,464.47,458,247,81970,156059,1.61676219,Marquette,8,3,2,176,40.04292198,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
402,174,179,48,27,Jackson County,Wisconsin,55,53,55053,20257,20.2,20449,20.4,18258,400,1271,53,20,519,144,303,10874,9575,1252,1294,1277,1246,1067,2482,2638,3183,2707,1832,1044,427,41.4,40.4,42.6,7843,2.44,1096,1017,1487,2581,275,514,5236,2.93,9727,1884,5917,1926,864,278,139347,196263,1000.48,855,290,135568,180293,2.77350478,Jackson,7,4,3,160,1.39110036,61,M-44,9,MERRILLAN MUNICIPAL ELECTRIC & WATER UTILITY,Municipal,3620,1.39013921,7.562755578,PO Box 70,101 S Main Street,Merrillan,WI,54754-0070,715-333-2332,http://merrillan.net/electric/,11/8/12 0:00, ,12171.09965,Merrillan Municipal Electric & Water Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
403,369,69,69,42,Monroe County,Wisconsin,55,81,55081,46889,51.6,44673,49.2,41940,512,510,289,40,1661,764,618,22648,22025,3236,3230,3221,3023,2228,5321,5468,6939,5784,3311,2036,876,39,38.7,39.3,17376,2.52,2346,2303,3743,5417,608,1216,11740,3.05,19204,1828,12404,4972,1926,175,173238,104903,908.08,1555,193,165234,130380,2.19320659,Monroe,7,2,1,416,1.21155214,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,15,C-12,83,OAKDALE ELECTRIC COOPERATIVE,Cooperative,4320,1361.977719,418.2959797,PO Box 128,489 N Oakwood Street,Oakdale,WI,54649-0128,608-372-4131,https://www.oakdalerec.com,7/15/09 0:00,X,673183.4715,Oakdale Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
404,74,75,75,45,Outagamie County,Wisconsin,55,87,55087,189859,294.5,176695,274.1,161238,1736,2982,5229,65,6359,2728,2717,88130,88565,11702,12410,12440,12512,10703,23916,24195,28090,19893,10873,6925,3036,37.1,35.9,38.3,69648,2.49,8209,9795,16800,21114,1917,4271,46997,3.02,73149,3501,49738,19910,1170,214,210085,258319,644.61,1130,210,206163,233388,1.78821912,Outagamie,6,2,1,416,0.01059051,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
405,392,84,84,51,Price County,Wisconsin,55,99,55099,13635,10.7,14159,11.1,13750,39,54,62,64,153,42,148,7180,6979,616,728,811,839,453,1191,1614,2575,2364,1549,989,430,48.3,47.8,48.8,6329,2.2,1027,936,1008,2327,158,260,4029,2.73,11120,4791,5104,1225,472,196,39444,66892,1278.04,410,218,34273,62930,2.47472963,Price,2,3,2,176,842.9249259,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,2,C-16,83,PRICE ELECTRIC COOPERATIVE,Cooperative,4874,1807.612179,300.5748382,PO Box 110,508 N Lake Avenue,Phillips,WI,54555-0110,715-339-2155,https://www.price-electric.com,7/15/09 0:00,X,483729.2798,Price Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
406,249,-1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.03873541,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,6,C-21,83,ST CROIX ELECTRIC COOPERATIVE,Cooperative,5195,697.9765553,158.8337599, ,1925 Ridgeway Street,Hammond,WI,54015-5038,800-924-3407,https://www.scecnet.net,12/5/12 0:00,X,255618.6698,St Croix Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
407,180,185,50,29,Juneau County,Wisconsin,55,57,55057,27128,33.7,26664,33.2,25077,557,398,115,7,687,188,322,14029,12635,1457,1548,1622,1601,1274,2978,3387,4447,3673,2612,1441,624,43.5,42.6,44.7,10527,2.38,1485,1512,1824,3424,350,658,6810,2.89,14669,4142,7908,2619,827,218,108817,150871,805.17,715,245,113995,163295,2.57801329,Juneau,8,2,1,416,1.56598577,62,M-49,9,NEW LISBON ELECTRIC & WATER UTILITY,Municipal,4120,2.59486899,9.539220733, ,232 W Pleasant Street,New Lisbon,WI,53950,608-562-3103,https://www.cityofnewlisbon.com/utilities/utility-office/,2/5/19 0:00, ,15351.91835,New Lisbon Electric & Water Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
408,57,58,58,34,Langlade County,Wisconsin,55,67,55067,20413,23,19977,22.5,19267,72,191,62,1,324,100,284,10032,9945,1030,1132,1224,1266,900,1961,2268,3330,2880,2112,1321,553,45.6,44.4,46.7,8587,2.29,1162,1325,1477,2994,236,501,5629,2.79,12360,3773,6561,2026,396,288,73093,262383,887.79,432,269,75817,236655,2.45208848,Langlade,3,3,2,176,113.1241903,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
409,157,162,33,19,Florence County,Wisconsin,55,37,55037,4264,8.6,4423,8.9,4306,10,31,13,1,37,14,48,2262,2161,187,200,218,250,157,362,497,871,750,553,272,106,49.1,49,49.2,1987,2.2,315,244,316,794,51,66,1297,2.68,4780,2793,1707,280,90,149,4876,11069,497.43,101,184,8040,12728,2.06814389,Florence,3,2,1,416,31.53103283,1,M-27,31,FLORENCE UTILITY COMMISSION,Municipal,2000,89.81431632,54.96355367,PO Box 109,501 Spring Avenue,Florence,WI,54121-0109,715-528-3330,https://www.florenceutilitieswi.com/,2/5/19 0:00, ,88455.44222,Florence Utility Commission,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
410,14,14,14,7,Burnett County,Wisconsin,55,13,55013,15509,17.6,15457,17.6,14163,81,718,52,3,194,67,373,7806,7651,792,765,907,889,561,1288,1617,2450,2619,2138,1104,327,49,48.7,49.3,6807,2.25,1016,919,957,2607,230,364,4475,2.71,15278,8471,5576,1231,406,206,44395,91625,880.22,369,242,48965,102835,2.78488077,Burnett,4,4,3,160,205.0451444,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
411,37,37,37,21,Forest County,Wisconsin,55,41,55041,9050,8.6,9304,8.9,7690,76,1256,13,11,138,32,226,4724,4580,500,548,577,707,520,867,1037,1368,1292,1017,659,212,44.1,43.5,44.8,3836,2.33,565,530,594,1283,130,305,2525,2.82,8970,5134,2988,848,127,238,10265,22449,1046.52,140,272,13136,35065,2.67442699,Forest,3,2,1,416,0.01854595,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
412,386,81,81,49,Polk County,Wisconsin,55,95,55095,45059,47.1,44205,46.2,42807,96,454,159,7,656,226,456,22177,22028,2714,2828,2920,2976,1901,4706,5598,7290,6208,3850,2216,998,42.4,41.8,43.1,18004,2.43,2346,2389,3690,6096,653,1043,12256,2.9,24248,6244,14185,3819,1313,195,159940,127214,956.41,1234,208,164959,112064,2.63291046,Polk,4,2,1,416,123.900906,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,19,C-15,83,POLK-BURNETT ELECTRIC COOPERATIVE,Cooperative,4747,1077.572583,889.8446821, ,1001 STH 35,Centuria,WI,54824-9020,715-646-2919,https://www.polkburnett.com,1/9/19 0:00,X,1432069.064,Polk-Burnett Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
413,137,142,21,11,Columbia County,Wisconsin,55,21,55021,58476,73.5,56833,71.4,54468,717,277,301,29,1444,441,600,28935,27898,3411,3637,3854,3574,2652,6804,7751,9354,7502,4390,2754,1150,41,40,42.1,22735,2.43,2885,3026,4920,7500,711,1299,15424,2.92,26137,3402,16955,5780,1564,197,234125,137020,795.99,1357,224,243906,163809,2.49660727,Columbia,10,2,1,416,4.06106614,38,M-18,9,COLUMBUS WATER & LIGHT DEPT,Municipal,1300,5.22051709,10.4146453,PO Box 228,950 Maple Avenue,Columbus,WI,53925-0228,920-623-5913,https://www.columbuswaterandlight.com/,11/12/12 0:00, ,17069.8735,Columbus Water & Light Dept,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
414,435,105,105,62,Trempealeau County,Wisconsin,55,121,55121,30097,40.6,28816,38.8,27230,62,63,123,4,1667,1086,248,14638,14178,1885,1954,1938,1836,1346,3378,3756,4443,3713,2347,1444,776,40.8,40.2,41.4,11524,2.46,1543,1535,2467,3655,448,646,7716,2.95,12619,1095,8559,2965,1436,225,197816,187243,741.98,1229,268,215632,236873,2.32252186,Trempealeau,7,4,3,160,501.4245369,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,13,C-18,83,RIVERLAND ENERGY COOPERATIVE,Cooperative,5938,1675.824886,293.5028983,PO Box 277,N28988 STH 93,Arcadia,WI,54612-0277,608-323-3381,https://www.riverlandenergy.com,11/11/09 0:00,X,472348.0731,Riverland Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
415,8,8,8,4,Bayfield County,Wisconsin,55,7,55007,15308,10.1,15014,9.9,13024,46,1435,48,1,158,29,431,7716,7298,664,753,873,833,481,1263,1587,2636,2812,1867,896,349,49.4,49,49.8,6686,2.23,1027,923,1036,2546,170,293,4368,2.71,12999,6313,5465,1221,352,204,36296,39530,1511.34,427,190,42610,37301,3.72934965,Bayfield,1,3,2,176,0.00320492,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
416,349,50,50,29,Juneau County,Wisconsin,55,57,55057,27128,33.7,26664,33.2,25077,557,398,115,7,687,188,322,14029,12635,1457,1548,1622,1601,1274,2978,3387,4447,3673,2612,1441,624,43.5,42.6,44.7,10527,2.38,1485,1512,1824,3424,350,658,6810,2.89,14669,4142,7908,2619,827,218,108817,150871,805.17,715,245,113995,163295,2.57801329,Juneau,8,2,1,416,0.45755086,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
417,51,52,52,29,Juneau County,Wisconsin,55,57,55057,27128,33.7,26664,33.2,25077,557,398,115,7,687,188,322,14029,12635,1457,1548,1622,1601,1274,2978,3387,4447,3673,2612,1441,624,43.5,42.6,44.7,10527,2.38,1485,1512,1824,3424,350,658,6810,2.89,14669,4142,7908,2619,827,218,108817,150871,805.17,715,245,113995,163295,2.57801329,Juneau,8,4,3,160,61.6576338,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
418,300,21,21,11,Columbia County,Wisconsin,55,21,55021,58476,73.5,56833,71.4,54468,717,277,301,29,1444,441,600,28935,27898,3411,3637,3854,3574,2652,6804,7751,9354,7502,4390,2754,1150,41,40,42.1,22735,2.43,2885,3026,4920,7500,711,1299,15424,2.92,26137,3402,16955,5780,1564,197,234125,137020,795.99,1357,224,243906,163809,2.49660727,Columbia,10,2,1,416,208.52686,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,18,C-01,83,ADAMS-COLUMBIA ELECTRIC COOPERATIVE,Cooperative,23,1921.123267,1035.248779,PO Box 70,401 E Lake Street,Friendship,WI,53934-0070,608-339-3346,https://www.acecwi.com,7/24/09 0:00,X,1666074.743,Adams-Columbia Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
419,200,205,70,42,Monroe County,Wisconsin,55,81,55081,46889,51.6,44673,49.2,41940,512,510,289,40,1661,764,618,22648,22025,3236,3230,3221,3023,2228,5321,5468,6939,5784,3311,2036,876,39,38.7,39.3,17376,2.52,2346,2303,3743,5417,608,1216,11740,3.05,19204,1828,12404,4972,1926,175,173238,104903,908.08,1555,193,165234,130380,2.19320659,Monroe,7,4,3,160,6.57668657,23,M-04,31,BANGOR MUNICIPAL UTILITY,Municipal,350,145.6260005,66.24879876,PO Box 130,106 15th Avenue N,Bangor,WI,54614-0130,608-486-2151,https://villageofbangor.com/?SEC=364CB0BA-E07A-4678-8DB4-7131887962A9,12/5/12 0:00,X,106617.32,Bangor Municipal Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
420,194,199,60,36,Manitowoc County,Wisconsin,55,71,55071,80493,135.4,81442,136.7,76402,442,450,2050,10,2565,1069,1019,40489,40953,4550,4874,5254,5484,4033,8884,9963,13589,11097,6794,4687,2233,42.9,41.6,44.2,34013,2.36,4706,5198,6752,11491,889,1764,22367,2.91,37189,3176,25642,8371,1224,189,186852,280845,594.62,1171,198,187956,263971,2.57436757,Manitowoc,6,2,1,416,13.72577562,25,M-35,31,KIEL UTILITIES,Municipal,2850,21.2766241,41.55758118,PO Box 98,621 6th Street,Kiel,WI,53042-0098,920-894-2669,https://ci.kiel.wi.us/electric,11/20/12 0:00, ,66880.57769,Kiel Utilities,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
421,151,156,25,14,Dodge County,Wisconsin,55,27,55027,90297,99.5,88759,97.9,83294,2381,385,472,41,3522,1309,877,46679,42080,5020,5390,5596,5537,4867,11432,12151,14830,10685,6571,4456,2224,40.7,39.2,42.4,33840,2.44,4303,4655,7146,11375,1051,1878,23082,2.94,37005,3165,24617,9223,2012,200,332609,185612,907.1,1749,232,340487,197636,2.09002433,Dodge,10,2,1,416,21.94463178,36,M-31,31,HUSTISFORD UTILITIES,Municipal,2650,27.12611315,23.21819654,PO Box 345,201 S Lake Street,Hustisford,WI,53034-0345,920-349-3650,https://www.hustisford.com/?SEC=959B8474-E6D5-4FB6-A5EB-4DE8A2AEDD0C,11/7/12 0:00, ,37366.14003,Hustisford Utilities,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
422,343,48,48,27,Jackson County,Wisconsin,55,53,55053,20257,20.2,20449,20.4,18258,400,1271,53,20,519,144,303,10874,9575,1252,1294,1277,1246,1067,2482,2638,3183,2707,1832,1044,427,41.4,40.4,42.6,7843,2.44,1096,1017,1487,2581,275,514,5236,2.93,9727,1884,5917,1926,864,278,139347,196263,1000.48,855,290,135568,180293,2.77350478,Jackson,7,4,3,160,475.7496065,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,14,C-10,83,JACKSON ELECTRIC COOPERATIVE,Cooperative,2718,639.5737572,378.0519811,PO Box 546,N6868 CTH F,Black River Falls,WI,54615-0546,715-284-5385,https://www.jackelec.com,7/24/09 0:00, ,608416.9044,Jackson Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
423,100,103,103,61,Taylor County,Wisconsin,55,119,55119,20760,21.1,20689,21,20248,58,43,56,8,316,128,148,10559,10130,1359,1445,1367,1342,978,2213,2576,3510,2565,1657,1113,564,41.7,40.9,42.5,8388,2.44,1151,1101,1796,2897,274,364,5689,2.96,10582,2194,6693,1695,967,224,119997,141155,984.56,893,253,133702,126517,2.46447138,Taylor,5,3,2,176,82.07235961,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
424,443,108,108,64,Vilas County,Wisconsin,55,125,55125,21742,21.4,21430,21.1,18658,35,2370,61,1,268,45,260,10861,10569,956,1014,1062,1184,738,1639,2205,3461,3615,3124,1800,632,50.7,49.7,51.5,9658,2.2,1398,1377,1273,3865,254,508,6332,2.66,25116,15458,7722,1936,47,146,2805,216895,1017.72,67,84,3326,103854,2.91888941,Vilas,2,3,2,176,24.03215415,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,2,C-16,83,PRICE ELECTRIC COOPERATIVE,Cooperative,4874,1807.612179,300.5748382,PO Box 110,508 N Lake Avenue,Phillips,WI,54555-0110,715-339-2155,https://www.price-electric.com,7/15/09 0:00,X,483729.2798,Price Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
425,-1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6.57939015,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
426,-1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.11678212,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,2,Solon Springs,DLP,DAHLBERG LIGHT & POWER COMPANY,1510,650.1791738,404.4257322,12/28/16 0:00,X, ,9221 East Main Street,WI,54873,715-378-2205,https://www.dahlberglightandpower.com,650861.4273,Investor-Owned,Dahlberg Light & Power Company
427,-1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.01768978,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,4,Frederic,NWE,NORTHWESTERN WISCONSIN ELECTRIC COMPANY,4280,378.428778,453.5589821,8/18/09 0:00, , ,104 Oak Street East,WI,54837,715-327-4231,https://www.nweco.com,729933.8863,Investor-Owned,Northwestern Wisconsin Electric Company
428,-1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9.60325017,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,6,Superior,SWL,SUPERIOR WATER LIGHT & POWER COMPANY,5820,60.89846338,43.69914839,1/1/09 0:00, , ,1409 John Avenue,WI,54880,715-394-2200,https://www.swlp.com,70327.10293,Investor-Owned,Superior Water Light & Power Company
429,-1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,182.5773094,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
430,-1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3.04889931,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,0,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,10,Superior,WEP,WISCONSIN ELECTRIC POWER COMPANY,6630,6535.682729,1246.223422,12/19/19 0:00,X, ,2915 Hill Avenue,WI,54880,414-221-2345,https://www.we-energies.com,2005606.199,Investor-Owned,Wisconsin Electric Power Company
